"REF_DATE","GEO","DGUID","National Occupational Classification","Job vacancy characteristics","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-01","Newfoundland and Labrador","2016A000210","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v104587627","2.1.5.1","1345","D","","","0"
"2023-04","Newfoundland and Labrador","2016A000210","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v104587627","2.1.5.1","2305","B","","","0"
"2023-07","Newfoundland and Labrador","2016A000210","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v104587627","2.1.5.1","2340","C","","","0"
"2023-01","Newfoundland and Labrador","2016A000210","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v104587630","2.1.6.1","1460","C","","","0"
"2023-04","Newfoundland and Labrador","2016A000210","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v104587630","2.1.6.1","2020","B","","","0"
"2023-07","Newfoundland and Labrador","2016A000210","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v104587630","2.1.6.1","1580","C","","","0"
"2023-01","Newfoundland and Labrador","2016A000210","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v104587633","2.1.7.1","1955","C","","","0"
"2023-04","Newfoundland and Labrador","2016A000210","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v104587633","2.1.7.1","3330","B","","","0"
"2023-07","Newfoundland and Labrador","2016A000210","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v104587633","2.1.7.1","2200","B","","","0"
"2023-01","Newfoundland and Labrador","2016A000210","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v104587642","2.1.10.1","295","E","","","0"
"2023-04","Newfoundland and Labrador","2016A000210","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v104587642","2.1.10.1","120","C","","","0"
"2023-07","Newfoundland and Labrador","2016A000210","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v104587642","2.1.10.1","155","D","","","0"
"2023-01","Newfoundland and Labrador","2016A000210","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v104587648","2.1.12.1","520","D","","","0"
"2023-04","Newfoundland and Labrador","2016A000210","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v104587648","2.1.12.1","720","C","","","0"
"2023-07","Newfoundland and Labrador","2016A000210","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v104587648","2.1.12.1","845","C","","","0"
"2023-01","Newfoundland and Labrador","2016A000210","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v104587651","2.1.13.1","","F","","","0"
"2023-04","Newfoundland and Labrador","2016A000210","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v104587651","2.1.13.1","150","C","","","0"
"2023-07","Newfoundland and Labrador","2016A000210","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v104587651","2.1.13.1","180","D","","","0"
"2023-01","Prince Edward Island","2016A000211","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v104678971","3.1.5.1","1165","D","","","0"
"2023-04","Prince Edward Island","2016A000211","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v104678971","3.1.5.1","1960","C","","","0"
"2023-07","Prince Edward Island","2016A000211","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v104678971","3.1.5.1","1120","D","","","0"
"2023-01","Prince Edward Island","2016A000211","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v104678974","3.1.6.1","525","C","","","0"
"2023-04","Prince Edward Island","2016A000211","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v104678974","3.1.6.1","845","D","","","0"
"2023-07","Prince Edward Island","2016A000211","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v104678974","3.1.6.1","780","D","","","0"
"2023-01","Prince Edward Island","2016A000211","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v104678977","3.1.7.1","815","D","","","0"
"2023-04","Prince Edward Island","2016A000211","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v104678977","3.1.7.1","735","C","","","0"
"2023-07","Prince Edward Island","2016A000211","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v104678977","3.1.7.1","805","D","","","0"
"2023-01","Prince Edward Island","2016A000211","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v104678986","3.1.10.1","60","E","","","0"
"2023-04","Prince Edward Island","2016A000211","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v104678986","3.1.10.1","55","E","","","0"
"2023-07","Prince Edward Island","2016A000211","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v104678986","3.1.10.1","40","E","","","0"
"2023-01","Prince Edward Island","2016A000211","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v104678992","3.1.12.1","410","C","","","0"
"2023-04","Prince Edward Island","2016A000211","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v104678992","3.1.12.1","385","D","","","0"
"2023-07","Prince Edward Island","2016A000211","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v104678992","3.1.12.1","395","D","","","0"
"2023-01","Prince Edward Island","2016A000211","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v104678995","3.1.13.1","40","D","","","0"
"2023-04","Prince Edward Island","2016A000211","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v104678995","3.1.13.1","125","E","","","0"
"2023-07","Prince Edward Island","2016A000211","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v104678995","3.1.13.1","105","E","","","0"
"2023-01","Nova Scotia","2016A000212","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v104770315","4.1.5.1","5705","B","","","0"
"2023-04","Nova Scotia","2016A000212","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v104770315","4.1.5.1","7015","B","","","0"
"2023-07","Nova Scotia","2016A000212","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v104770315","4.1.5.1","6085","B","","","0"
"2023-01","Nova Scotia","2016A000212","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v104770318","4.1.6.1","5230","B","","","0"
"2023-04","Nova Scotia","2016A000212","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v104770318","4.1.6.1","5115","B","","","0"
"2023-07","Nova Scotia","2016A000212","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v104770318","4.1.6.1","4425","B","","","0"
"2023-01","Nova Scotia","2016A000212","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v104770321","4.1.7.1","4845","B","","","0"
"2023-04","Nova Scotia","2016A000212","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v104770321","4.1.7.1","5245","B","","","0"
"2023-07","Nova Scotia","2016A000212","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v104770321","4.1.7.1","4780","B","","","0"
"2023-01","Nova Scotia","2016A000212","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v104770330","4.1.10.1","845","C","","","0"
"2023-04","Nova Scotia","2016A000212","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v104770330","4.1.10.1","1030","C","","","0"
"2023-07","Nova Scotia","2016A000212","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v104770330","4.1.10.1","855","C","","","0"
"2023-01","Nova Scotia","2016A000212","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v104770336","4.1.12.1","1715","C","","","0"
"2023-04","Nova Scotia","2016A000212","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v104770336","4.1.12.1","1690","C","","","0"
"2023-07","Nova Scotia","2016A000212","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v104770336","4.1.12.1","1880","C","","","0"
"2023-01","Nova Scotia","2016A000212","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v104770339","4.1.13.1","420","C","","","0"
"2023-04","Nova Scotia","2016A000212","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v104770339","4.1.13.1","490","C","","","0"
"2023-07","Nova Scotia","2016A000212","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v104770339","4.1.13.1","625","D","","","0"
"2023-01","New Brunswick","2016A000213","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v104861659","5.1.5.1","4235","B","","","0"
"2023-04","New Brunswick","2016A000213","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v104861659","5.1.5.1","5145","B","","","0"
"2023-07","New Brunswick","2016A000213","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v104861659","5.1.5.1","3865","B","","","0"
"2023-01","New Brunswick","2016A000213","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v104861662","5.1.6.1","3335","B","","","0"
"2023-04","New Brunswick","2016A000213","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v104861662","5.1.6.1","4070","B","","","0"
"2023-07","New Brunswick","2016A000213","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v104861662","5.1.6.1","3520","B","","","0"
"2023-01","New Brunswick","2016A000213","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v104861665","5.1.7.1","3245","B","","","0"
"2023-04","New Brunswick","2016A000213","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v104861665","5.1.7.1","3280","B","","","0"
"2023-07","New Brunswick","2016A000213","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v104861665","5.1.7.1","3020","B","","","0"
"2023-01","New Brunswick","2016A000213","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v104861674","5.1.10.1","410","D","","","0"
"2023-04","New Brunswick","2016A000213","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v104861674","5.1.10.1","305","C","","","0"
"2023-07","New Brunswick","2016A000213","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v104861674","5.1.10.1","255","D","","","0"
"2023-01","New Brunswick","2016A000213","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v104861680","5.1.12.1","1150","B","","","0"
"2023-04","New Brunswick","2016A000213","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v104861680","5.1.12.1","1675","B","","","0"
"2023-07","New Brunswick","2016A000213","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v104861680","5.1.12.1","1400","B","","","0"
"2023-01","New Brunswick","2016A000213","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v104861683","5.1.13.1","190","D","","","0"
"2023-04","New Brunswick","2016A000213","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v104861683","5.1.13.1","410","C","","","0"
"2023-07","New Brunswick","2016A000213","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v104861683","5.1.13.1","320","C","","","0"
"2023-01","Quebec","2016A000224","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v104953003","6.1.5.1","62970","A","","","0"
"2023-04","Quebec","2016A000224","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v104953003","6.1.5.1","68280","A","","","0"
"2023-07","Quebec","2016A000224","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v104953003","6.1.5.1","53630","A","","","0"
"2023-01","Quebec","2016A000224","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v104953006","6.1.6.1","37550","A","","","0"
"2023-04","Quebec","2016A000224","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v104953006","6.1.6.1","38035","A","","","0"
"2023-07","Quebec","2016A000224","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v104953006","6.1.6.1","33475","A","","","0"
"2023-01","Quebec","2016A000224","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v104953009","6.1.7.1","63125","A","","","0"
"2023-04","Quebec","2016A000224","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v104953009","6.1.7.1","66935","A","","","0"
"2023-07","Quebec","2016A000224","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v104953009","6.1.7.1","60475","A","","","0"
"2023-01","Quebec","2016A000224","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v104953018","6.1.10.1","4900","B","","","0"
"2023-04","Quebec","2016A000224","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v104953018","6.1.10.1","3020","B","","","0"
"2023-07","Quebec","2016A000224","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v104953018","6.1.10.1","3350","B","","","0"
"2023-01","Quebec","2016A000224","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v104953024","6.1.12.1","23810","A","","","0"
"2023-04","Quebec","2016A000224","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v104953024","6.1.12.1","21490","A","","","0"
"2023-07","Quebec","2016A000224","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v104953024","6.1.12.1","20470","A","","","0"
"2023-01","Quebec","2016A000224","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v104953027","6.1.13.1","4150","B","","","0"
"2023-04","Quebec","2016A000224","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v104953027","6.1.13.1","4335","B","","","0"
"2023-07","Quebec","2016A000224","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v104953027","6.1.13.1","4240","B","","","0"
"2023-01","Ontario","2016A000235","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v105044347","7.1.5.1","74835","A","","","0"
"2023-04","Ontario","2016A000235","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v105044347","7.1.5.1","86995","A","","","0"
"2023-07","Ontario","2016A000235","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v105044347","7.1.5.1","76745","A","","","0"
"2023-01","Ontario","2016A000235","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v105044350","7.1.6.1","69735","A","","","0"
"2023-04","Ontario","2016A000235","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v105044350","7.1.6.1","68645","A","","","0"
"2023-07","Ontario","2016A000235","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v105044350","7.1.6.1","59525","A","","","0"
"2023-01","Ontario","2016A000235","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v105044353","7.1.7.1","78655","A","","","0"
"2023-04","Ontario","2016A000235","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v105044353","7.1.7.1","72920","A","","","0"
"2023-07","Ontario","2016A000235","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v105044353","7.1.7.1","70865","A","","","0"
"2023-01","Ontario","2016A000235","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v105044362","7.1.10.1","11435","A","","","0"
"2023-04","Ontario","2016A000235","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v105044362","7.1.10.1","12535","A","","","0"
"2023-07","Ontario","2016A000235","Total, all occupations","University certificate or diploma below bachelor's level","Job vacancies","Number","223","units","0","v105044362","7.1.10.1","11680","A","","","0"
"2023-01","Ontario","2016A000235","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v105044368","7.1.12.1","35150","A","","","0"
"2023-04","Ontario","2016A000235","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v105044368","7.1.12.1","33835","A","","","0"
"2023-07","Ontario","2016A000235","Total, all occupations","Bachelor's degree","Job vacancies","Number","223","units","0","v105044368","7.1.12.1","32305","A","","","0"
"2023-01","Ontario","2016A000235","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105044371","7.1.13.1","9910","B","","","0"
"2023-04","Ontario","2016A000235","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105044371","7.1.13.1","9095","B","","","0"
"2023-07","Ontario","2016A000235","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105044371","7.1.13.1","8620","B","","","0"
"2023-01","Manitoba","2016A000246","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v105135691","8.1.5.1","9235","B","","","0"
"2023-04","Manitoba","2016A000246","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v105135691","8.1.5.1","10390","B","","","0"
"2023-07","Manitoba","2016A000246","Total, all occupations","No minimum level of education required","Job vacancies","Number","223","units","0","v105135691","8.1.5.1","8825","B","","","0"
"2023-01","Manitoba","2016A000246","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v105135694","8.1.6.1","8555","B","","","0"
"2023-04","Manitoba","2016A000246","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v105135694","8.1.6.1","7680","B","","","0"
"2023-07","Manitoba","2016A000246","Total, all occupations","High school diploma or equivalent","Job vacancies","Number","223","units","0","v105135694","8.1.6.1","7295","B","","","0"
"2023-01","Manitoba","2016A000246","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v105135697","8.1.7.1","6010","B","","","0"
"2023-04","Manitoba","2016A000246","Total, all occupations","Non-university certificate or diploma","Job vacancies","Number","223","units","0","v105135697","8.1.7.1","5640","B","","","0"
